id,title,original_language,release_date,vote_count,vote_average,adult,genre_names
479765,Romeo's Distress,en,gothic noir horror-thriller that tells a story of a boy  name James,his unrequited love for a girl named Jane,"and her father's  sadistic (yet dutiful) response to it all.\"",2,8
99192,Survival Run,en,26-04-79,5,2.6,FALSE,"Action, Adventure, Crime, Horror, Thriller"
108268,The Nocturnal Demon,en,22-12-90,2,5,FALSE,"Action, Comedy, Horror"
160910,Voices,en,11-04-73,11,4.9,FALSE,"Drama, Horror, Thriller"
163066,Submit to Me Now,en,01-01-87,13,4.3,FALSE,"Horror, Music"
167979,The Locker 2,ja,07-02-04,9,4.8,FALSE,"Horror, Thriller"
261932,The Inferno,ja,03-06-79,5,7,FALSE,Horror
354606,"Colmillos, el hombre lobo",es,01-01-93,5,5.2,FALSE,"Horror, Mystery, Thriller"
359573,Massacre County,pt,16-05-15,8,4.5,FALSE,"Crime, Horror, Mystery, Thriller"
28262,Terror Night,en,01-10-89,6,5.2,FALSE,Horror
304104,Zombie Pirates,en,24-01-14,2,6,FALSE,Horror
355611,Ghost in the Regiment,ja,09-08-58,0,0,FALSE,"Crime, Horror"
369936,Darling 2,ta,01-04-16,3,4.3,FALSE,"Comedy, Drama, Horror"
617204,La casa en la playa,es,11-07-19,4,1.5,FALSE,"Horror, Mystery, Thriller"
28232,Stitches,fr,06-02-01,3,3.7,FALSE,Horror
51586,Shadowland,en,30-11-10,3,4.3,FALSE,"Horror, Thriller"
72090,Eyes Behind the Stars,it,21-02-78,6,3.5,FALSE,"Horror, Mystery, Science Fiction, Thriller"
116389,The Snake Woman,en,"\"\" injects her with snake venom. She later gives birth to a daughter whom the villagers call \"\"The Devil's Baby\"\" and in a fit of fear they end up burning the family's house down. Years later a Scotland Yard detective is sent to the village to investigate a rash of deaths that are caused by snakebite.\"",26-04-61,7,Released,FALSE
255337,Doorman,en,and he has the late shift as the doorman at the Biltmore to keep him busy. But when the murderer picks his building as the next target,"Terry finds out that he'll have to solve the mystery to save his own neck.\"",02-01-86,0,Released
398445,"Girls, Dance with the Dead",ja,31-10-15,0,0,FALSE,"Fantasy, Horror"
466677,Dead South,en,16-07-17,5,4.6,FALSE,"Action, Drama, Horror"
473466,Latched,en,10-09-17,8,6.4,FALSE,"Drama, Horror"
87352,Embalming,ja,30-07-99,5,4.6,FALSE,"Drama, Horror, Mystery, Thriller"
110372,Descendents,es,07-04-08,15,4.7,FALSE,"Horror, Science Fiction, Thriller"
425935,Asylum of Darkness,en,07-11-12,3,5.3,FALSE,Horror
461562,Capps Crossing,en,09-06-17,8,5.3,FALSE,"Horror, Thriller"
911860,Carnal Monsters,en,31-12-21,0,0,FALSE,Horror
39898,Torched,en,29-12-03,8,4.4,FALSE,Horror
295987,The Minions,en,30-10-14,1,5,FALSE,"Horror, Mystery"
458297,President's Day,en,01-01-16,1,2,FALSE,"Comedy, Horror"
74021,Desperate Souls,en,04-10-05,0,0,FALSE,Horror
95432,The Legend of Beaver Dam,en,09-09-10,8,7.4,FALSE,"Comedy, Horror"
213251,The Killing of Angel Street,en,01-10-81,6,6.7,FALSE,"Drama, Horror, Mystery, Thriller"
358314,Bahay ni Lola 2,tl,16-04-05,0,0,FALSE,Horror
386030,Honky Holocaust,en,01-01-14,3,5.7,FALSE,"Horror, Thriller"
945920,Six,en,04-03-22,2,5.5,FALSE,"Horror, Science Fiction"
119337,Esprit D'amour,cn,15-12-83,5,5.4,FALSE,"Comedy, Horror, Romance"
593104,Between the Darkness,en,09-03-19,4,2.8,FALSE,"Horror, Thriller"
741883,Archaon: The Halloween Summoning,en,01-09-20,6,5.2,FALSE,"Fantasy, Horror, Science Fiction"
917199,A Town Full of Ghosts,en,17-06-22,0,0,FALSE,"Horror, Mystery, Thriller"
949567,The Exorcism of Hannah Stevenson,en,14-03-22,0,0,FALSE,"Fantasy, Horror"
63022,The Thrill Killers,en,07-08-64,4,5,FALSE,"Action, Crime, Horror, Thriller"
63027,Womaneater,en,01-04-58,14,4.7,FALSE,"Horror, Science Fiction"
68715,Illusion of Blood,ja,25-07-65,8,6.3,FALSE,Horror
131815,The Sea Serpent,es,26-04-85,5,5,FALSE,"Horror, Science Fiction"
216879,Capulina vs. the Monsters,es,22-08-74,19,6.2,FALSE,"Comedy, Family, Fantasy, Horror, Science Fiction"
588204,Alien: Alone,en,15-03-19,29,6.4,FALSE,"Horror, Science Fiction"
645319,Don't Run,en,18-10-19,5,6,FALSE,Horror
790227,Ghost Light,en,04-05-20,14,5.8,FALSE,"Horror, Thriller"
15903,Faces of Death V,en,10-10-95,12,3.3,FALSE,"Documentary, Horror"
106534,The Snake Queen's Wedding,id,the lover of Nyi Blorong,and King Dewacengkar. Upon Nyi Blorong's permission,Tejo Arum can marry Nyi Blorong. In one battle,in order to return into an ordinary human form,"Tejo Arum has to meditate as long as 350 years. (indonesianfilmcenter.com)\""
115909,Turn of the Screw,es,10-10-85,7,5.8,FALSE,Horror
287311,Beloved Sister,de,09-10-02,0,0,FALSE,"Horror, TV Movie"
344528,The Carnage Collection,en,15-01-16,5,7.2,FALSE,"Comedy, Horror"
106661,Return of the Demon,cn,10-12-87,0,0,FALSE,"Action, Fantasy, Horror"
116997,Ghost of Love,it,03-04-81,23,7.4,FALSE,"Drama, Horror, Mystery, Romance"
112975,The Astrologer,en,01-12-75,7,2.7,FALSE,Horror
121017,At the Meeting with Joyous Death,fr,01-01-73,13,6.3,FALSE,"Drama, Horror"
228172,Isolados,pt,18-09-14,24,5,FALSE,"Horror, Mystery, Thriller"
293540,Run Like Hell,en,23-09-14,7,3.6,FALSE,"Action, Horror, Thriller"
872890,The Darkness Outside,en,27-01-22,0,0,FALSE,"Drama, Horror, Mystery"
29218,ROT: Reunion of Terror,en,07-06-08,2,3,FALSE,Horror
159069,Vaastu Shastra,hi,22-10-04,5,6.8,FALSE,"Horror, Mystery"
214493,Isis Rising: Curse of the Lady Mummy,en,17-01-13,11,2.3,FALSE,Horror
484701,Cain Hill,en,21-04-17,4,3.8,FALSE,"Horror, Thriller"
92319,Dream No Evil,en,01-01-70,14,5.9,FALSE,"Drama, Horror, Mystery"
142709,The Last Vampire On Earth,en,01-01-10,4,2.8,FALSE,"Horror, Romance"
230653,Cyclops,ja,26-10-87,8,5.8,FALSE,"Horror, Science Fiction, Thriller"
95105,What Became of Jack and Jill?,en,16-06-72,4,4.8,FALSE,"Horror, Mystery, Thriller"
107983,Golem,pl,18-03-80,23,6.4,FALSE,"Drama, Horror, Science Fiction"
